removed_id,representative_id,cluster_id,score
pep_0377,pep_0001,embcos:pep_0001,0.9699600338935852
pep_0948,pep_0001,embcos:pep_0001,0.9699600338935852
pep_0575,pep_0001,embcos:pep_0001,0.9699546694755554
pep_0815,pep_0001,embcos:pep_0001,0.9699525833129883
pep_0846,pep_0001,embcos:pep_0001,0.9699268937110901
pep_0856,pep_0001,embcos:pep_0001,0.9698809385299683
pep_0194,pep_0001,embcos:pep_0001,0.9698536992073059
pep_0324,pep_0001,embcos:pep_0001,0.9698167443275452
pep_0453,pep_0001,embcos:pep_0001,0.969791829586029
pep_0528,pep_0001,embcos:pep_0001,0.9697708487510681
pep_1000,pep_0001,embcos:pep_0001,0.9697708487510681
pep_0980,pep_0001,embcos:pep_0001,0.9697707891464233
pep_0698,pep_0001,embcos:pep_0001,0.9697580337524414
pep_0951,pep_0001,embcos:pep_0001,0.9697580337524414
pep_0591,pep_0001,embcos:pep_0001,0.9696815013885498
pep_0370,pep_0001,embcos:pep_0001,0.9696725606918335
pep_0232,pep_0001,embcos:pep_0001,0.9696491956710815
pep_0181,pep_0001,embcos:pep_0001,0.9696310758590698
pep_0977,pep_0001,embcos:pep_0001,0.969629168510437
pep_0817,pep_0001,embcos:pep_0001,0.9696290493011475
pep_0666,pep_0001,embcos:pep_0001,0.9696058630943298
pep_0749,pep_0001,embcos:pep_0001,0.9695584177970886
pep_0758,pep_0001,embcos:pep_0001,0.9694903492927551
pep_0603,pep_0001,embcos:pep_0001,0.9694805145263672
pep_0025,pep_0001,embcos:pep_0001,0.9694507122039795
pep_0193,pep_0001,embcos:pep_0001,0.96944659948349
pep_0650,pep_0001,embcos:pep_0001,0.9694430232048035
pep_0842,pep_0001,embcos:pep_0001,0.9694376587867737
pep_0395,pep_0001,embcos:pep_0001,0.969429612159729
pep_0597,pep_0001,embcos:pep_0001,0.9693703055381775
pep_0708,pep_0001,embcos:pep_0001,0.9693021774291992
pep_0713,pep_0001,embcos:pep_0001,0.9692878723144531
pep_0455,pep_0001,embcos:pep_0001,0.9692819714546204
pep_0582,pep_0001,embcos:pep_0001,0.9692819714546204
pep_0693,pep_0001,embcos:pep_0001,0.9692662954330444
pep_0469,pep_0001,embcos:pep_0001,0.9692423939704895
pep_0061,pep_0001,embcos:pep_0001,0.9691614508628845
pep_0911,pep_0001,embcos:pep_0001,0.9691566228866577
pep_0855,pep_0001,embcos:pep_0001,0.9691330790519714
pep_0204,pep_0001,embcos:pep_0001,0.9691135287284851
pep_0206,pep_0001,embcos:pep_0001,0.9691135287284851
pep_0898,pep_0001,embcos:pep_0001,0.9690926671028137
pep_0294,pep_0001,embcos:pep_0001,0.9690401554107666
pep_0676,pep_0001,embcos:pep_0001,0.9689579606056213
pep_0002,pep_0001,embcos:pep_0001,0.9689531922340393
pep_0089,pep_0001,embcos:pep_0001,0.9689227342605591
pep_0257,pep_0001,embcos:pep_0001,0.968894898891449
pep_0608,pep_0001,embcos:pep_0001,0.9688677191734314
pep_0386,pep_0001,embcos:pep_0001,0.9688641428947449
pep_0355,pep_0001,embcos:pep_0001,0.9688407182693481
pep_0471,pep_0001,embcos:pep_0001,0.9688283205032349
pep_0560,pep_0001,embcos:pep_0001,0.96882563829422
pep_0703,pep_0001,embcos:pep_0001,0.9688020944595337
pep_0519,pep_0001,embcos:pep_0001,0.9687893986701965
pep_0282,pep_0001,embcos:pep_0001,0.9687802791595459
pep_0723,pep_0001,embcos:pep_0001,0.9687777161598206
pep_0779,pep_0001,embcos:pep_0001,0.9687592387199402
pep_0161,pep_0001,embcos:pep_0001,0.9686629176139832
pep_0822,pep_0001,embcos:pep_0001,0.9686374664306641
pep_0048,pep_0001,embcos:pep_0001,0.9686155319213867
pep_0472,pep_0001,embcos:pep_0001,0.9686110615730286
pep_0362,pep_0001,embcos:pep_0001,0.9684601426124573
pep_0419,pep_0001,embcos:pep_0001,0.9684006571769714
pep_0782,pep_0001,embcos:pep_0001,0.9683638215065002
pep_0926,pep_0001,embcos:pep_0001,0.9683638215065002
pep_0502,pep_0001,embcos:pep_0001,0.9683572053909302
pep_0028,pep_0001,embcos:pep_0001,0.968233585357666
pep_0375,pep_0001,embcos:pep_0001,0.9681942462921143
pep_0088,pep_0001,embcos:pep_0001,0.9681406021118164
pep_0835,pep_0001,embcos:pep_0001,0.9680752754211426
pep_0942,pep_0001,embcos:pep_0001,0.9680752754211426
pep_0450,pep_0001,embcos:pep_0001,0.9679203033447266
pep_0621,pep_0001,embcos:pep_0001,0.9678962230682373
pep_0841,pep_0001,embcos:pep_0001,0.9678736925125122
pep_0797,pep_0001,embcos:pep_0001,0.9678730964660645
pep_0041,pep_0001,embcos:pep_0001,0.967843770980835
pep_0326,pep_0001,embcos:pep_0001,0.967843770980835
pep_0467,pep_0001,embcos:pep_0001,0.967843770980835
pep_0223,pep_0001,embcos:pep_0001,0.9678300619125366
pep_0494,pep_0001,embcos:pep_0001,0.9677941799163818
pep_0247,pep_0001,embcos:pep_0001,0.9677168130874634
pep_0524,pep_0001,embcos:pep_0001,0.9677106142044067
pep_0066,pep_0001,embcos:pep_0001,0.9676880836486816
pep_0184,pep_0001,embcos:pep_0001,0.9676880836486816
pep_0221,pep_0001,embcos:pep_0001,0.9676880836486816
pep_0043,pep_0001,embcos:pep_0001,0.9676864743232727
pep_0674,pep_0001,embcos:pep_0001,0.9676754474639893
pep_0724,pep_0001,embcos:pep_0001,0.9676656126976013
pep_0542,pep_0001,embcos:pep_0001,0.9676322340965271
pep_0707,pep_0001,embcos:pep_0001,0.9675936102867126
pep_0047,pep_0001,embcos:pep_0001,0.9675025343894958
pep_0892,pep_0001,embcos:pep_0001,0.9674747586250305
pep_0875,pep_0001,embcos:pep_0001,0.9674715399742126
pep_0186,pep_0001,embcos:pep_0001,0.9674685597419739
pep_0354,pep_0001,embcos:pep_0001,0.967458963394165
pep_0687,pep_0001,embcos:pep_0001,0.967444658279419
pep_0780,pep_0001,embcos:pep_0001,0.9674012660980225
pep_0688,pep_0001,embcos:pep_0001,0.9673701524734497
pep_0932,pep_0001,embcos:pep_0001,0.9673701524734497
pep_0045,pep_0001,embcos:pep_0001,0.9673687219619751
pep_0478,pep_0001,embcos:pep_0001,0.9673562049865723
pep_0533,pep_0001,embcos:pep_0001,0.9673121571540833
pep_0719,pep_0001,embcos:pep_0001,0.967231810092926
pep_0848,pep_0001,embcos:pep_0001,0.9672064781188965
pep_0594,pep_0001,embcos:pep_0001,0.9671719670295715
pep_0382,pep_0001,embcos:pep_0001,0.9671463966369629
pep_0164,pep_0001,embcos:pep_0001,0.9671386480331421
pep_0790,pep_0001,embcos:pep_0001,0.9671335220336914
pep_0458,pep_0001,embcos:pep_0001,0.9671300053596497
pep_0912,pep_0001,embcos:pep_0001,0.9671198129653931
pep_0094,pep_0001,embcos:pep_0001,0.9671135544776917
pep_0545,pep_0001,embcos:pep_0001,0.967083215713501
pep_0690,pep_0001,embcos:pep_0001,0.967046856880188
pep_0071,pep_0001,embcos:pep_0001,0.9668991565704346
pep_0230,pep_0001,embcos:pep_0001,0.9668991565704346
pep_0623,pep_0001,embcos:pep_0001,0.9668991565704346
pep_0670,pep_0001,embcos:pep_0001,0.9668697714805603
pep_0742,pep_0001,embcos:pep_0001,0.9668400287628174
pep_0983,pep_0001,embcos:pep_0001,0.9668400287628174
pep_0939,pep_0001,embcos:pep_0001,0.9668337106704712
pep_0097,pep_0001,embcos:pep_0001,0.9668336510658264
pep_0792,pep_0001,embcos:pep_0001,0.9668135046958923
pep_0985,pep_0001,embcos:pep_0001,0.9668135046958923
pep_0166,pep_0001,embcos:pep_0001,0.9667904376983643
pep_0426,pep_0001,embcos:pep_0001,0.9667273759841919
pep_0163,pep_0001,embcos:pep_0001,0.966719925403595
pep_0178,pep_0001,embcos:pep_0001,0.966650128364563
pep_0880,pep_0001,embcos:pep_0001,0.966632068157196
pep_0567,pep_0001,embcos:pep_0001,0.9666203260421753
pep_0660,pep_0001,embcos:pep_0001,0.9666158556938171
pep_0033,pep_0001,embcos:pep_0001,0.9665946364402771
pep_0991,pep_0001,embcos:pep_0001,0.9665946364402771
pep_0156,pep_0001,embcos:pep_0001,0.9665852785110474
pep_0557,pep_0001,embcos:pep_0001,0.9665801525115967
pep_0321,pep_0001,embcos:pep_0001,0.9665428400039673
pep_0132,pep_0001,embcos:pep_0001,0.9665327072143555
pep_0341,pep_0001,embcos:pep_0001,0.9664433598518372
pep_0415,pep_0001,embcos:pep_0001,0.9664193391799927
pep_0959,pep_0001,embcos:pep_0001,0.9664193391799927
pep_0449,pep_0001,embcos:pep_0001,0.9663974642753601
pep_0159,pep_0001,embcos:pep_0001,0.9663172364234924
pep_0823,pep_0001,embcos:pep_0001,0.9662808179855347
pep_0032,pep_0001,embcos:pep_0001,0.9662776589393616
pep_0510,pep_0001,embcos:pep_0001,0.9662776589393616
pep_0818,pep_0001,embcos:pep_0001,0.9662447571754456
pep_0003,pep_0001,embcos:pep_0001,0.9662152528762817
pep_0438,pep_0001,embcos:pep_0001,0.9661958813667297
pep_0930,pep_0001,embcos:pep_0001,0.9661958813667297
pep_0909,pep_0001,embcos:pep_0001,0.9661661386489868
pep_0187,pep_0001,embcos:pep_0001,0.9661622047424316
pep_0477,pep_0001,embcos:pep_0001,0.9661608934402466
pep_0659,pep_0001,embcos:pep_0001,0.9661394357681274
pep_0017,pep_0001,embcos:pep_0001,0.9660516977310181
pep_0824,pep_0001,embcos:pep_0001,0.9660189151763916
pep_0348,pep_0001,embcos:pep_0001,0.9659600257873535
pep_0263,pep_0001,embcos:pep_0001,0.9659391045570374
pep_0762,pep_0001,embcos:pep_0001,0.9659255743026733
pep_0259,pep_0001,embcos:pep_0001,0.9659111499786377
pep_0536,pep_0001,embcos:pep_0001,0.9658865928649902
pep_0885,pep_0001,embcos:pep_0001,0.9657819271087646
pep_0692,pep_0001,embcos:pep_0001,0.9656839370727539
pep_0384,pep_0001,embcos:pep_0001,0.9656171202659607
pep_0858,pep_0001,embcos:pep_0001,0.9655684232711792
pep_0034,pep_0001,embcos:pep_0001,0.965472400188446
pep_0527,pep_0001,embcos:pep_0001,0.965472400188446
pep_0611,pep_0001,embcos:pep_0001,0.965472400188446
pep_0697,pep_0001,embcos:pep_0001,0.9654409885406494
pep_0246,pep_0001,embcos:pep_0001,0.9654040336608887
pep_0953,pep_0001,embcos:pep_0001,0.9654040336608887
pep_0423,pep_0001,embcos:pep_0001,0.9653817415237427
pep_0101,pep_0001,embcos:pep_0001,0.9653772711753845
pep_0751,pep_0001,embcos:pep_0001,0.9653391242027283
pep_0958,pep_0001,embcos:pep_0001,0.9653391242027283
pep_0862,pep_0001,embcos:pep_0001,0.965218186378479
pep_0508,pep_0001,embcos:pep_0001,0.9652092456817627
pep_0878,pep_0001,embcos:pep_0001,0.9650998115539551
pep_0964,pep_0001,embcos:pep_0001,0.9650998115539551
pep_0565,pep_0001,embcos:pep_0001,0.9650231003761292
pep_0933,pep_0001,embcos:pep_0001,0.9650231003761292
pep_0248,pep_0001,embcos:pep_0001,0.9649147987365723
pep_0990,pep_0001,embcos:pep_0001,0.9649147987365723
pep_0625,pep_0001,embcos:pep_0001,0.9648919105529785
pep_0832,pep_0001,embcos:pep_0001,0.9648523330688477
pep_0710,pep_0001,embcos:pep_0001,0.9645363688468933
pep_0127,pep_0001,embcos:pep_0001,0.9645358920097351
pep_0521,pep_0001,embcos:pep_0001,0.964493453502655
pep_0335,pep_0001,embcos:pep_0001,0.9643285274505615
pep_0764,pep_0001,embcos:pep_0001,0.9642840623855591
pep_0962,pep_0001,embcos:pep_0001,0.9642840623855591
pep_0490,pep_0001,embcos:pep_0001,0.9642723202705383
pep_0016,pep_0001,embcos:pep_0001,0.9642394185066223
pep_0462,pep_0001,embcos:pep_0001,0.9642080068588257
pep_0010,pep_0001,embcos:pep_0001,0.9640659689903259
pep_0336,pep_0001,embcos:pep_0001,0.9640377759933472
pep_0323,pep_0001,embcos:pep_0001,0.9640169739723206
pep_0209,pep_0001,embcos:pep_0001,0.963935375213623
pep_0301,pep_0001,embcos:pep_0001,0.963935375213623
pep_0499,pep_0001,embcos:pep_0001,0.963935375213623
pep_0503,pep_0001,embcos:pep_0001,0.963935375213623
pep_0218,pep_0001,embcos:pep_0001,0.9638684391975403
pep_0784,pep_0001,embcos:pep_0001,0.9638510942459106
pep_0879,pep_0001,embcos:pep_0001,0.9638108015060425
pep_0934,pep_0001,embcos:pep_0001,0.9638108015060425
pep_0268,pep_0001,embcos:pep_0001,0.9636714458465576
pep_0013,pep_0001,embcos:pep_0001,0.9636417627334595
pep_0307,pep_0001,embcos:pep_0001,0.9636400938034058
pep_0031,pep_0001,embcos:pep_0001,0.9636054635047913
pep_0167,pep_0001,embcos:pep_0001,0.9636054635047913
pep_0368,pep_0001,embcos:pep_0001,0.9636054635047913
pep_0571,pep_0001,embcos:pep_0001,0.963602602481842
pep_0009,pep_0001,embcos:pep_0001,0.9635697603225708
pep_0610,pep_0001,embcos:pep_0001,0.9635587334632874
pep_0390,pep_0001,embcos:pep_0001,0.9635409116744995
pep_0620,pep_0001,embcos:pep_0001,0.9634676575660706
pep_0253,pep_0001,embcos:pep_0001,0.963402509689331
pep_0950,pep_0001,embcos:pep_0001,0.963402509689331
pep_0766,pep_0001,embcos:pep_0001,0.9633491039276123
pep_0402,pep_0001,embcos:pep_0001,0.963336706161499
pep_0635,pep_0001,embcos:pep_0001,0.9633064270019531
pep_0866,pep_0001,embcos:pep_0001,0.963260293006897
pep_0173,pep_0001,embcos:pep_0001,0.9632307887077332
pep_0082,pep_0001,embcos:pep_0001,0.9631261825561523
pep_0285,pep_0001,embcos:pep_0001,0.9630905389785767
pep_0947,pep_0001,embcos:pep_0001,0.9630905389785767
pep_0342,pep_0001,embcos:pep_0001,0.9630810022354126
pep_0436,pep_0001,embcos:pep_0001,0.9630374908447266
pep_0863,pep_0001,embcos:pep_0001,0.9630125761032104
pep_0098,pep_0001,embcos:pep_0001,0.9629545211791992
pep_0258,pep_0001,embcos:pep_0001,0.9629545211791992
pep_0439,pep_0001,embcos:pep_0001,0.9629545211791992
pep_0563,pep_0001,embcos:pep_0001,0.9629545211791992
pep_0569,pep_0001,embcos:pep_0001,0.9629545211791992
pep_0077,pep_0001,embcos:pep_0001,0.9629420042037964
pep_0937,pep_0001,embcos:pep_0001,0.9629420042037964
pep_0046,pep_0001,embcos:pep_0001,0.9628427028656006
pep_0155,pep_0001,embcos:pep_0001,0.9628427028656006
pep_0185,pep_0001,embcos:pep_0001,0.9628427028656006
pep_0380,pep_0001,embcos:pep_0001,0.9628427028656006
pep_0637,pep_0001,embcos:pep_0001,0.9628427028656006
pep_0771,pep_0001,embcos:pep_0001,0.9628282785415649
pep_0630,pep_0001,embcos:pep_0001,0.9627572298049927
pep_0747,pep_0001,embcos:pep_0001,0.9627059698104858
pep_0378,pep_0001,embcos:pep_0001,0.9627020359039307
pep_0237,pep_0001,embcos:pep_0001,0.9626641273498535
pep_0694,pep_0001,embcos:pep_0001,0.9626377820968628
pep_0379,pep_0001,embcos:pep_0001,0.962624192237854
pep_0798,pep_0001,embcos:pep_0001,0.9626129269599915
pep_0393,pep_0001,embcos:pep_0001,0.9625363349914551
pep_0019,pep_0001,embcos:pep_0001,0.9625048041343689
pep_0358,pep_0001,embcos:pep_0001,0.9625048041343689
pep_0604,pep_0001,embcos:pep_0001,0.9625048041343689
pep_0633,pep_0001,embcos:pep_0001,0.9625048041343689
pep_0643,pep_0001,embcos:pep_0001,0.9625048041343689
pep_0796,pep_0001,embcos:pep_0001,0.96247798204422
pep_0004,pep_0001,embcos:pep_0001,0.9624406099319458
pep_0398,pep_0001,embcos:pep_0001,0.9624171257019043
pep_0716,pep_0001,embcos:pep_0001,0.9623913764953613
pep_0162,pep_0001,embcos:pep_0001,0.9623560905456543
pep_0027,pep_0001,embcos:pep_0001,0.9623529314994812
pep_0345,pep_0001,embcos:pep_0001,0.9623529314994812
pep_0561,pep_0001,embcos:pep_0001,0.9623529314994812
pep_0627,pep_0001,embcos:pep_0001,0.9623529314994812
pep_0262,pep_0001,embcos:pep_0001,0.9623388648033142
pep_0349,pep_0001,embcos:pep_0001,0.9623362421989441
pep_0838,pep_0001,embcos:pep_0001,0.9622014760971069
pep_0549,pep_0001,embcos:pep_0001,0.9621619582176208
pep_0967,pep_0001,embcos:pep_0001,0.9621619582176208
pep_0143,pep_0001,embcos:pep_0001,0.9621515870094299
pep_0371,pep_0001,embcos:pep_0001,0.9621458053588867
pep_0297,pep_0001,embcos:pep_0001,0.9620283842086792
pep_0091,pep_0001,embcos:pep_0001,0.9619720578193665
pep_0300,pep_0001,embcos:pep_0001,0.9619720578193665
pep_0310,pep_0001,embcos:pep_0001,0.9619720578193665
pep_0356,pep_0001,embcos:pep_0001,0.9619720578193665
pep_0446,pep_0001,embcos:pep_0001,0.9619720578193665
pep_0717,pep_0001,embcos:pep_0001,0.9619690775871277
pep_0726,pep_0001,embcos:pep_0001,0.9617626667022705
pep_0781,pep_0001,embcos:pep_0001,0.9617490768432617
pep_0954,pep_0001,embcos:pep_0001,0.9617490768432617
pep_0607,pep_0001,embcos:pep_0001,0.9615975022315979
pep_0925,pep_0001,embcos:pep_0001,0.9615974426269531
pep_0614,pep_0001,embcos:pep_0001,0.9615699648857117
pep_0695,pep_0001,embcos:pep_0001,0.9615573287010193
pep_0830,pep_0001,embcos:pep_0001,0.9614600539207458
pep_0283,pep_0001,embcos:pep_0001,0.961458683013916
pep_0531,pep_0001,embcos:pep_0001,0.9613692164421082
pep_0442,pep_0001,embcos:pep_0001,0.9612014889717102
pep_0526,pep_0001,embcos:pep_0001,0.9610663652420044
pep_0409,pep_0001,embcos:pep_0001,0.9610409140586853
pep_0281,pep_0001,embcos:pep_0001,0.9609782695770264
pep_0682,pep_0001,embcos:pep_0001,0.9609681963920593
pep_0199,pep_0001,embcos:pep_0001,0.9608429074287415
pep_0381,pep_0001,embcos:pep_0001,0.9607918858528137
pep_0121,pep_0001,embcos:pep_0001,0.960791826248169
pep_0940,pep_0001,embcos:pep_0001,0.960791826248169
pep_0721,pep_0001,embcos:pep_0001,0.9606838226318359
pep_0773,pep_0001,embcos:pep_0001,0.9606825113296509
pep_0919,pep_0001,embcos:pep_0001,0.9606128931045532
pep_0556,pep_0001,embcos:pep_0001,0.9606015086174011
pep_0574,pep_0001,embcos:pep_0001,0.960587203502655
pep_0857,pep_0001,embcos:pep_0001,0.9605846405029297
pep_0035,pep_0001,embcos:pep_0001,0.9604353904724121
pep_0476,pep_0001,embcos:pep_0001,0.9603993892669678
pep_0100,pep_0001,embcos:pep_0001,0.960365891456604
pep_0353,pep_0001,embcos:pep_0001,0.960235595703125
pep_0212,pep_0001,embcos:pep_0001,0.9602007269859314
pep_0655,pep_0001,embcos:pep_0001,0.9602007269859314
pep_0727,pep_0001,embcos:pep_0001,0.9601763486862183
pep_0691,pep_0001,embcos:pep_0001,0.9601700305938721
pep_0672,pep_0001,embcos:pep_0001,0.9601512551307678
pep_0309,pep_0001,embcos:pep_0001,0.960101306438446
pep_0147,pep_0001,embcos:pep_0001,0.9600743651390076
pep_0203,pep_0001,embcos:pep_0001,0.9600304365158081
pep_0304,pep_0001,embcos:pep_0001,0.9599722027778625
pep_0752,pep_0001,embcos:pep_0001,0.9599639773368835
pep_0056,pep_0001,embcos:pep_0001,0.959892749786377
pep_0886,pep_0001,embcos:pep_0001,0.9598879218101501
pep_0993,pep_0001,embcos:pep_0001,0.9598879218101501
pep_0447,pep_0001,embcos:pep_0001,0.9597406387329102
pep_0065,pep_0001,embcos:pep_0001,0.9595876336097717
pep_0191,pep_0001,embcos:pep_0001,0.9595876336097717
pep_0273,pep_0001,embcos:pep_0001,0.9595699310302734
pep_0889,pep_0001,embcos:pep_0001,0.959537148475647
pep_0754,pep_0001,embcos:pep_0001,0.9595043063163757
pep_0522,pep_0001,embcos:pep_0001,0.9592417478561401
pep_0196,pep_0001,embcos:pep_0001,0.9592201709747314
pep_0516,pep_0001,embcos:pep_0001,0.9589104056358337
pep_0979,pep_0001,embcos:pep_0001,0.9588721990585327
pep_0658,pep_0001,embcos:pep_0001,0.9588720798492432
pep_0689,pep_0001,embcos:pep_0001,0.9588583111763
pep_0290,pep_0001,embcos:pep_0001,0.9588130712509155
pep_0547,pep_0001,embcos:pep_0001,0.9587879180908203
pep_0112,pep_0001,embcos:pep_0001,0.9587014317512512
pep_0168,pep_0001,embcos:pep_0001,0.9587014317512512
pep_0225,pep_0001,embcos:pep_0001,0.9587014317512512
pep_0394,pep_0001,embcos:pep_0001,0.9587014317512512
pep_0454,pep_0001,embcos:pep_0001,0.9587014317512512
pep_0515,pep_0001,embcos:pep_0001,0.9587014317512512
pep_0511,pep_0001,embcos:pep_0001,0.9587013721466064
pep_0605,pep_0001,embcos:pep_0001,0.9587013721466064
pep_0915,pep_0001,embcos:pep_0001,0.9586968421936035
pep_0110,pep_0001,embcos:pep_0001,0.9586490988731384
pep_0296,pep_0001,embcos:pep_0001,0.9585586190223694
pep_0299,pep_0001,embcos:pep_0001,0.9585412740707397
pep_0619,pep_0001,embcos:pep_0001,0.9585311412811279
pep_0530,pep_0001,embcos:pep_0001,0.9585084915161133
pep_0793,pep_0001,embcos:pep_0001,0.9583419561386108
pep_0153,pep_0001,embcos:pep_0001,0.9583004713058472
pep_0311,pep_0001,embcos:pep_0001,0.9581450819969177
pep_0828,pep_0001,embcos:pep_0001,0.9581183791160583
pep_0029,pep_0001,embcos:pep_0001,0.9580333232879639
pep_0284,pep_0001,embcos:pep_0001,0.9579727053642273
pep_0376,pep_0001,embcos:pep_0001,0.9579527974128723
pep_0417,pep_0001,embcos:pep_0001,0.9579122066497803
pep_0038,pep_0001,embcos:pep_0001,0.9577591419219971
pep_0971,pep_0001,embcos:pep_0001,0.9577590823173523
pep_0738,pep_0001,embcos:pep_0001,0.9577541351318359
pep_0235,pep_0001,embcos:pep_0001,0.9576078653335571
pep_0794,pep_0001,embcos:pep_0001,0.9575625061988831
pep_0636,pep_0001,embcos:pep_0001,0.9575279951095581
pep_0795,pep_0001,embcos:pep_0001,0.9574915766716003
pep_0264,pep_0001,embcos:pep_0001,0.9572881460189819
pep_0907,pep_0001,embcos:pep_0001,0.957237720489502
pep_0799,pep_0001,embcos:pep_0001,0.9571165442466736
pep_0847,pep_0001,embcos:pep_0001,0.9570513367652893
pep_0568,pep_0001,embcos:pep_0001,0.9569841623306274
pep_0005,pep_0001,embcos:pep_0001,0.9569706916809082
pep_0662,pep_0001,embcos:pep_0001,0.9569706916809082
pep_0786,pep_0001,embcos:pep_0001,0.9568532705307007
pep_0890,pep_0001,embcos:pep_0001,0.9567975997924805
pep_0987,pep_0001,embcos:pep_0001,0.9567975997924805
pep_0011,pep_0001,embcos:pep_0001,0.9567633271217346
pep_0864,pep_0001,embcos:pep_0001,0.9567621946334839
pep_0428,pep_0001,embcos:pep_0001,0.9565570950508118
pep_0286,pep_0001,embcos:pep_0001,0.9564815759658813
pep_0245,pep_0001,embcos:pep_0001,0.9564784169197083
pep_0347,pep_0001,embcos:pep_0001,0.9563769102096558
pep_0113,pep_0001,embcos:pep_0001,0.9562945365905762
pep_0788,pep_0001,embcos:pep_0001,0.9561769366264343
pep_0593,pep_0001,embcos:pep_0001,0.9561291337013245
pep_0683,pep_0001,embcos:pep_0001,0.9560601115226746
pep_0182,pep_0001,embcos:pep_0001,0.9560430645942688
pep_0207,pep_0001,embcos:pep_0001,0.9559641480445862
pep_0063,pep_0001,embcos:pep_0001,0.9558554887771606
pep_0037,pep_0001,embcos:pep_0001,0.9556002616882324
pep_0085,pep_0001,embcos:pep_0001,0.9556002616882324
pep_0243,pep_0001,embcos:pep_0001,0.9556002616882324
pep_0487,pep_0001,embcos:pep_0001,0.9556002616882324
pep_0514,pep_0001,embcos:pep_0001,0.9556002616882324
pep_0814,pep_0001,embcos:pep_0001,0.9554520845413208
pep_0938,pep_0001,embcos:pep_0001,0.9554520845413208
pep_0272,pep_0001,embcos:pep_0001,0.954821765422821
pep_0459,pep_0001,embcos:pep_0001,0.9547718167304993
pep_0677,pep_0001,embcos:pep_0001,0.9547649025917053
pep_0512,pep_0001,embcos:pep_0001,0.9547333121299744
pep_0351,pep_0001,embcos:pep_0001,0.9547008872032166
pep_0298,pep_0001,embcos:pep_0001,0.954602062702179
pep_0811,pep_0001,embcos:pep_0001,0.9545986652374268
pep_0908,pep_0001,embcos:pep_0001,0.9543991088867188
pep_0931,pep_0001,embcos:pep_0001,0.9543991088867188
pep_0902,pep_0001,embcos:pep_0001,0.9542742371559143
pep_0498,pep_0001,embcos:pep_0001,0.954252302646637
pep_0645,pep_0001,embcos:pep_0001,0.9541972875595093
pep_0720,pep_0001,embcos:pep_0001,0.954168975353241
pep_0007,pep_0001,embcos:pep_0001,0.9541182518005371
pep_0084,pep_0001,embcos:pep_0001,0.9541182518005371
pep_0308,pep_0001,embcos:pep_0001,0.9541182518005371
pep_0405,pep_0001,embcos:pep_0001,0.9541182518005371
pep_0413,pep_0001,embcos:pep_0001,0.9540899991989136
pep_0656,pep_0001,embcos:pep_0001,0.9540165066719055
pep_0216,pep_0001,embcos:pep_0001,0.953903317451477
pep_0040,pep_0001,embcos:pep_0001,0.9537701606750488
pep_0663,pep_0001,embcos:pep_0001,0.9536324143409729
pep_0361,pep_0001,embcos:pep_0001,0.953617513179779
pep_0083,pep_0001,embcos:pep_0001,0.9535654187202454
pep_0195,pep_0001,embcos:pep_0001,0.9535654187202454
pep_0534,pep_0001,embcos:pep_0001,0.9535654187202454
pep_0124,pep_0001,embcos:pep_0001,0.9534620642662048
pep_0791,pep_0001,embcos:pep_0001,0.953372061252594
pep_0756,pep_0001,embcos:pep_0001,0.9533194303512573
pep_0249,pep_0001,embcos:pep_0001,0.953283429145813
pep_0920,pep_0001,embcos:pep_0001,0.9532650709152222
pep_0891,pep_0001,embcos:pep_0001,0.9529604911804199
pep_0935,pep_0001,embcos:pep_0001,0.9529604911804199
pep_0988,pep_0001,embcos:pep_0001,0.9529604911804199
pep_0696,pep_0001,embcos:pep_0001,0.952936053276062
pep_0984,pep_0001,embcos:pep_0001,0.952936053276062
pep_0769,pep_0001,embcos:pep_0001,0.9526129961013794
pep_0725,pep_0001,embcos:pep_0001,0.9525308012962341
pep_0150,pep_0001,embcos:pep_0001,0.952440619468689
pep_0615,pep_0001,embcos:pep_0001,0.9523968696594238
pep_0403,pep_0001,embcos:pep_0001,0.9523306488990784
pep_0068,pep_0001,embcos:pep_0001,0.9522954225540161
pep_0189,pep_0001,embcos:pep_0001,0.9522954225540161
pep_0360,pep_0001,embcos:pep_0001,0.9522954225540161
pep_0929,pep_0001,embcos:pep_0001,0.9522954225540161
pep_0334,pep_0001,embcos:pep_0001,0.9520857930183411
pep_0050,pep_0001,embcos:pep_0001,0.9520834684371948
pep_0328,pep_0001,embcos:pep_0001,0.9520165324211121
pep_0410,pep_0001,embcos:pep_0001,0.9520165324211121
pep_0525,pep_0001,embcos:pep_0001,0.9520165324211121
pep_0709,pep_0001,embcos:pep_0001,0.952011227607727
pep_0372,pep_0001,embcos:pep_0001,0.9519723653793335
pep_0826,pep_0001,embcos:pep_0001,0.9511577486991882
pep_0456,pep_0001,embcos:pep_0001,0.9510678052902222
pep_0513,pep_0001,embcos:pep_0001,0.9506919980049133
pep_0141,pep_0001,embcos:pep_0001,0.9504971504211426
pep_0201,pep_0001,embcos:pep_0001,0.9504971504211426
pep_0385,pep_0001,embcos:pep_0001,0.9504971504211426
pep_0961,pep_0001,embcos:pep_0001,0.9504971504211426
pep_0827,pep_0001,embcos:pep_0001,0.9501632452011108
pep_0064,pep_0023,embcos:pep_0023,1.0
pep_0099,pep_0023,embcos:pep_0023,1.0
